OBJECTID,GIS_ID,Address,GravelParking,PavedParking,TotalBaseballDiamonds,RegulationDiamond,RegulationDiamondLighted,RegulationDiamondIrrigated,PeeweeDiamond,PeeweeDiamondLighted,PeeweeDiamondIrrigated,OtherDiamonds,FullSizeSoccer,FullSizeSoccerLighted,FullSizeSoccerIrrigated,TournamentSizeSoccer,TournamentSizeSoccerLighted,TournamentSizeSoccerIrrigated,MiniSoccer,FullSizeFootball,FullSizeFootballLighted,FullSizeFootballIrrigated,ArenaName,NumberOfIcePads,TennisCourts,TennisCourtsLighted,MultiUsePads,PoolName,PoolType,NumberOfPools,WadingPools,SprayPads,PlayStructure,PlayYear,WalkingTrail,PavedPathway,TotalPathway,FullSizeBasketball,HalfSizeBasketball,SkateboardPark,Swings,SwingSets,OffLeashPark,CommunityCentre,RecreationCentre,FieldHouse,ParkCategory,OtherFacilities,RunningTrack,GolfCourse,ConcessionStand,PicnicShelter,DrinkingFountain,Benches,PicnicTable,Washroom,OutdoorRink,ParkSign,GarbageCan,Light,CampusCommunity,BoatRamp,AdultExerciseStation,SwmPond,NaturalizationProgram,CommunityGarden,YearParkAdded,Pnumber,GIS_FeatureKey,VolleyballCourts,CricketPitch,PickleballCourt,ShapeSTArea,ShapeSTLength
2973,1,1085 Commissioners Rd W,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0, ,0,0,0,0, , ,0,1,1,1,2016,1259.1,13086.6,14345.7,0,0,1,12,4,N,N,N,Y,R,"STORYBOOK GARDENS, MULTI-PURPOSE ROOM, GRAHAM ARBORETUM, SPRINGBANK GARDENS, GUY LOMBTDO PAVILION, WONDERLAND BANDSHELL, MEMORY WALL/ARBORETUM, ADULT FITNESS EQUIPMENT - 2019",N,N,Y,Y,Y,1,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N, ,P-001,Springbank Park,0,0,0,708656.4473,8910.305362
2974,2,23 Metamora Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,76.213,0,76.213,0,0,0,0,0,N,N,N,N,E, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-002B,Medway Valley Heritage Forest Esa - South,0,0,0,5017.710693,537.9062907
2975,3,2a Grosvenor St,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,3,0,0,Gibbons Park Community Pool,Outdoor,1,0,1,2,2002,0,2319.3958,2319.3958,0,0,0,4,1,N,N,N,Y,,Kiwanis Music Park,N,N,N,Y,Y,1,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N, ,P-003,Gibbons Park,0,0,0,257977.6882,3083.569612
2976,4,25 Wilson Ave,0,100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,56.704,56.704,0,0,0,0,0,N,N,N,N,, ,N,N,Y,N,Y,4,N,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-005,Labatt Park,0,0,0,32478.5603,766.5080252
2977,5,580 Clarence St,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,1747.0315,1747.0315,0,0,1,0,0,N,N,N,N,,"BANDSHELL, CARILLON, INTERPRETIVE SIGNAGE, LIGH COLUMNS",N,N,N,Y,Y,50,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N, ,P-006,Victoria Park,0,0,0,57340.37329,1101.476957
2978,6,20 Granville St,0,186,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,Kinsmen Recreation,2,0,0,0, , ,0,0,1,1,2019,0,1230.0533,1230.0533,1,1,1,6,2,N,Y,N,N,D, ,N,N,N,N,Y,1,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y, ,P-007,West Lions Park And Kinsmen Recreation Centre,0,0,0,80268.2041,1465.015041
2979,7,50 Sycamore St,0,75,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Silverwoods Arena,1,0,0,0,Silverwoods Park Community Pool,Outdoor,2,1,0,1,1996,0,262.2758,262.2758,0,0,0,0,0,N,N,Y,N,,SHUFFLE BOARD,N,N,N,N,N,1,Y,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-008,Silverwoods Park,0,0,0,35687.36206,779.1023963
2980,8,675 Grosvenor St,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Carling Recreation Centre,2,3,0,1, , ,0,0,0,1,2018,0,287.5545,287.5545,1,1,0,2,1,N,N,Y,N,N,"HALL, MEETING ROOM",N,N,N,N,N,4,Y,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-009,Carling Park,0,0,0,30472.03711,797.1779587
2981,9,1570 Hillside Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-010,Hillside Ravine,0,0,0,6920.700928,684.821367
2982,10,640 Adelaide St N,0,20,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,1,0,1,2003,0,763.9,763.9,0,0,0,2,1,N,N,N,Y,N,"HORSESHOE PIT, BATTING CAGE",N,N,N,Y,N,1,Y,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-011,Mcmahen Park,0,0,0,26979.59033,676.2099338
2983,11,612 Hale St,0,85,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0, , ,0,0,1,1,2001-12-15,0,3187.9,3187.9,0,0,0,12,4,N,N,N,Y,, ,N,N,Y,Y,N,12,Y,Y,N,Y,Y,N,N,N,N,N,N,N, ,P-012D,Kiwanis Park - North,0,0,0,146258.5657,3270.06146
2984,12,1545 Trafalgar St,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,714.5,714.5,0,0,0,0,0,N,N,N,N,D, ,N,N,N,Y,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-012B,Kiwanis Park - Central South,0,0,0,160858.2864,2427.009514
2985,13,1579 Gore Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-012E,Kiwanis Park - South,0,0,0,35446.82861,1171.245515
2986,14,1580 Gore Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,124.7,1061.7,1186.4,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-012C,Kiwanis Park - Central South,0,0,0,261259.6846,5046.849159
2987,15,750 Whetter Ave,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0, , ,0,0,1,1,2004,0,207.5799,207.5799,0,0,0,8,2,N,N,N,Y,N, ,N,N,N,Y,N,5,Y,Y,N,Y,Y,N,N,N,N,N,N,N, ,P-013,Rowntree Park,0,0,0,13665.23779,489.6500922
2988,16,85 Downing Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,281.8,281.8,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-014,Shaftesbury Park,0,0,0,14894.96533,1133.960969
2989,17,1731 Churchill Ave,0,45,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0, ,0,0,0,0,,,0,0,0,0,,0,336.0496,336.0496,0,0,0,0,0,N,Y,N,N,D, ,N,N,N,N,Y,3,N,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-015,East Lions Park,0,0,0,43386.52026,860.8634232
2990,18,194 Brampton Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,1,0,1,2000,0,174.4059,174.4059,0,0,0,2,1,N,N,N,Y,N, ,N,N,N,Y,Y,1,N,Y,N,N,Y,N,N,N,N,N,N,N, ,P-016,Smith Park,0,0,0,9716.886475,459.4575902
2991,19,850 Sunninghill Ave,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,132.4715,132.4715,0,0,0,0,0,N,N,N,N,G, ,N,Y,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-017,Thames Valley (e.v. Buchanan) Golf Course,0,0,0,567425.9365,4192.956884
2992,20,2835 Sunningdale Rd E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,Y,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-018,Fanshawe Golf Course,0,0,0,1324464.466,7300.007925
2993,21,825 Valetta St,0,112,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Oakridge Arena,1,2,0,0,Oakridge Acres Park Community Pool,Outdoor,1,0,1,2,2010,0,709.9,709.9,0,0,0,4,1,N,N,Y,Y,D,Batting Cage,N,N,N,Y,N,9,Y,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-019,Oakridge Optimist Community Park,0,0,0,49002.28735,1032.897988
2994,22,450 Nelson St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,1, , ,0,1,0,1,1999,0,170.1,170.1,1,0,0,2,1,N,N,N,Y,N,OPTIONAL OUTDOOR RINK ON MULTIUSE PAD,N,N,N,N,Y,4,N,Y,N,Y,Y,Y,N,N,N,N,N,Y, ,P-020,Meredith Park,0,0,0,11450.60327,696.6851343
2995,23,555 Wharncliffe Rd S,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,2,"2005, 2006",0,735.1,735.1,0,0,1,4,1,N,N,N,Y,D, ,N,N,N,N,N,6,Y,Y,N,Y,Y,N,N,N,N,N,N,N, ,P-022,Basil Grover Park,0,0,0,52053.68799,931.142803
2996,24,300 Cromwell St,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0, , ,0,0,0,1,2010,0,103,103,1,0,0,4,1,N,N,N,N,N, ,N,N,N,N,N,9,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-023,Doidge Park,0,0,0,18628.9353,585.953036
2997,25,75 Cliftonvale Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0, ,0,1,0,0, , ,0,1,0,1,1996,0,172.5,172.5,0,0,0,4,1,N,N,N,Y,N, ,N,N,N,N,N,4,Y,Y,N,N,Y,Y,N,N,N,N,N,N, ,P-024,Murray Park,0,0,0,13170.25024,529.7990545
2998,26,16 Fernley Ave,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,144,144,1,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-025,Kensington Park,0,0,0,18761.89526,550.9262153
2999,27,311 Marion St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,D, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-026A,Glen Cairn Park - West,0,0,0,2197.463135,238.1361258
3000,28,150 Helena Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1, ,513,0,513,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,2,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-026C,Glen Cairn Park - North,0,0,0,44693.59351,1671.511193
3001,29,170 Helena Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,1,2015,1383.12,0,1383.12,1,0,0,2,1,N,N,N,N,, ,N,N,N,N,N,6,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-026B,Glen Cairn Park - East,0,0,0,79719.62915,2254.162874
3002,30,800 High Holborn St,26,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,1, , ,0,0,0,1,2018,0,488.9,488.9,1,0,0,2,1,N,N,N,Y,S,5 handicapped parking stalls,N,N,N,N,N,3,N,N,N,Y,2,Y,N,N,N,N,N,N, ,P-027,Mornington Park,0,0,2,47393.86914,1038.29968
3003,31,39 Chesterfield Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,161.9682,161.9682,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-028,Thompson Road Park,0,0,0,158247.2642,3878.080369
3004,32,1308 Norman Ave,35,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0, ,0,2,0,0,Byron Community Pool,Outdoor,1,1,0,1,1996,0,273.3762,273.3762,0,0,0,4,1,N,N,Y,N,D,"HALL, MEETING ROOMS",N,N,N,N,N,0,N,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-029,Jorgenson Park,0,0,0,25760.74316,937.0643462
3005,33,117 Tweedsmuir Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,3,0,0, , ,0,0,0,0, ,779.9884,0,779.9884,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-030,Fairmont Park,0,0,0,47373.06055,1254.398437
3006,34,100 Wychwood Pk,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,Y,N,N,Y,Y,N,N,N,N,N,N,N, ,P-031,A. L. Furanna Park,0,0,0,21646.82104,706.8300496
3007,35,360 Colville Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,103.5303,103.5303,0,0,0,4,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,N,N,N,N,N,N,N,N,N, ,P-032,Colville Park,0,0,0,4540.451904,284.3343896
3008,36,26 Duchess Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1999,0,77.8348,77.8348,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-033,Duchess Avenue Park,0,0,0,3491.107422,247.5889566
3009,37,531 Ridout St N,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,1384.5872,1384.5872,0,0,0,0,0,N,N,N,N,, ,N,N,N,Y,N,1,Y,N,N,Y,Y,Y,N,Y,N,N,N,N, ,P-034,Harris Park,0,0,0,65990.75366,1763.561022
3010,39,10 Hazelwood Ave,36,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,Southcrest Park Community Pool,Outdoor,1,0,0,1,2010,0,204.2,204.2,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,6,Y,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-036,Southcrest Park,0,0,0,20343.13843,734.2622374
3011,40,290 Trott Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,1,0,1,2004,0,266.7923,266.7923,0,0,0,4,1,N,N,N,Y,N, ,N,N,N,N,N,2,N,Y,N,N,Y,N,N,N,N,N,N,Y, ,P-037,University Heights Park,0,0,0,16969.94092,679.3857568
3012,41,1221 Sandford St,0,252,5,2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,Stronach Recreation Centre,2,0,0,0,Stronach Park Community Pool,Outdoor,1,0,0,1,1995,0,1836.2887,1836.2887,0,0,1,4,1,N,Y,Y,Y,, ,N,N,Y,Y,Y,3,Y,Y,N,Y,Y,Y,N,N,N,N,N,N, ,P-038,Stronach Park,0,0,0,135803.9102,1789.646465
3013,42,640 Winblest Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2008,0,63.279,63.279,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,2,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-039,Winblest Park,0,0,0,4109.424561,256.6056796
3014,43,149 Odessa Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-041,Odessa Park,0,0,0,9555.146973,399.3021208
3015,44,713 Butler Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-042,Butler Park,0,0,0,13451.00073,558.9063777
3016,45,188 Base Line Rd W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-043,Southcrest Ravine,0,0,0,66070.87988,2190.610375
3017,46,651 Westwood Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,97.3,97.3,0,0,0,4,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,Y,N,N,N,N,N,N,N,N, ,P-044,Mitchell Park,0,0,0,8578.723877,440.2009949
3018,47,50 Rollingwood Cir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-045,Rollingwood Circle Park,0,0,0,9139.708984,443.2106979
3019,48,108 Lonsdale Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-046,Gretna Green Park,0,0,0,4085.431152,260.5348017
3020,49,881 Kelly St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,279.1359,279.1359,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-047,Kelly Park,0,0,0,17723.62207,731.6373579
3021,50,46 Wood St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-048,Wood Street Park,0,0,0,2021.081055,272.3144592
3022,51,671 Viscount Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,2,0,0, , ,0,0,0,1,2000,0,375.5024,375.5024,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,4,Y,N,N,N,N,N,N,N,N,N,N,N, ,P-049,Arthur Ford Park,0,0,0,30666.36743,769.0689556
3023,52,21 Rosel Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-050,Rosel Park,0,0,0,3857.004639,299.9092255
3024,53,237 Deveron Cres,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,1,1,2003,0,630.5637,630.5637,0,1,0,2,1,N,N,N,Y,D, ,N,N,N,N,N,5,Y,Y,N,Y,Y,N,N,N,N,N,N,N, ,P-051,Southeast Optimist Park,0,0,0,31175.38086,820.0824751
3025,54,41 Greenfield Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1996,0,50.5725,50.5725,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,3,Y,N,N,Y,Y,N,N,N,N,N,N,N, ,P-052,Wilton Grove Park,0,0,0,1993.228516,205.3511507
3026,55,1948 Wavell St,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Argyle Arena,2,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,Y,N,F,"ARENA, OFFICE",N,N,N,N,N,0,N,N,N,Y,Y,Y,N,N,N,N,N,N, ,P-053,Argyle Arena,0,0,0,8952.980713,411.6125039
3027,56,112 Ebury Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2001,0,223.8569,223.8569,0,0,0,4,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-055,Ebury Park,0,0,0,6430.569092,564.6075196
3028,57,510 Berkshire Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2003,0,492.4097,492.4097,0,0,0,2,1,N,N,N,N,, ,N,N,N,N,N,1,N,N,N,N,N,N,N,N,N,N,Y,Y, ,P-056,Berkshire Park,0,0,0,32328.44189,1051.315928
3029,58,1207 Royal York Rd,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2001,0,806.6109,806.6109,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,Y,Y,N,N,N,N,N,N,N, ,P-057,Oak Park,0,0,0,31962.26831,1490.821511
3030,59,429 Village Green Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2000,0,357.2,357.2,0,0,0,4,1,N,N,N,N,N, ,N,N,N,Y,N,2,3,N,N,1,Y,N,N,N,N,N,N,N, ,P-059,Village Green Park,0,0,0,21295.12256,722.3630146
3031,60,151 Sunnyside Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-060,Tallwood Valley,0,0,0,35093.57227,1312.557355
3032,61,1030 Mitchell St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,1,1998,0,223.0493,223.0493,0,1,0,0,0,N,N,N,N,, ,N,N,N,N,N,1,N,N,N,N,Y,N,N,N,N,N,Y,N, ,P-061,St. Stephen's Park,0,0,0,11967.92822,439.0762049
3033,62,955 Willow Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1996,0,89.9741,89.9741,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-062,Wellingsboro Park,0,0,0,4019.945801,254.1392274
3034,63,699 Thornwood Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2002,0,212.5952,212.5952,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,Y,N,N,N,N,N,N,Y,N, ,P-063,Thornwood Park,0,0,0,19034.271,620.6815172
3035,64,150 Chelsea Ave,64,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0, ,0,0,0,0, , ,0,0,0,2,"1999, 2010",0,274.2,274.2,0,0,0,2,1,N,N,N,N,, ,N,N,N,N,N,4,N,N,N,Y,Y,N,N,N,N,N,Y,N, ,P-064,Kensal Park,0,0,0,59240.26367,1457.430738
3036,65,65 Hartson Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-065,St. Anthony's Park,0,0,0,10253.50854,558.42966
3037,66,300 Dufferin Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,CS, ,N,N,N,N,Y,1,Y,N,N,N,Y,Y,N,N,N,N,N,N, ,P-068,R. H. Cooper Square,0,0,0,15791.51587,727.9888475
3038,67,65 Tweed Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2018,0,433,433,0,1,0,2,1,N,N,N,N,N, ,N,N,N,N,N,3,N,N,Y,Y,Y,N,N,N,N,N,N,N, ,P-069,Fanshawe Optimist Little League Park,0,0,0,14285.83765,539.1009037
3039,68,70 Genevive Cres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,1997,0,0,0,0,0,0,4,1,N,N,N,N,N, ,N,N,N,N,N,1,N,N,N,N,Y,N,N,N,N,N,N,N, ,P-070,Genevive Park,0,0,0,8483.959717,389.6100027
3040,69,760 Sevilla Park Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-071,Sevilla Park,0,0,0,3286.120605,227.5017169
3041,70,806 Dalkeith Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2003,0,245.8679,245.8679,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,2,N,N,N,N,N,N,N,N,N,N,N,N, ,P-073,Dalkeith Park,0,0,0,15156.95898,586.9902343
3042,71,65 Victor St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2001,0,66.4174,66.4174,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-074,Belvedere Park,0,0,0,5949.864502,373.1034464
