OBJECTID,GIS_ID,Address,GravelParking,PavedParking,TotalBaseballDiamonds,RegulationDiamond,RegulationDiamondLighted,RegulationDiamondIrrigated,PeeweeDiamond,PeeweeDiamondLighted,PeeweeDiamondIrrigated,OtherDiamonds,FullSizeSoccer,FullSizeSoccerLighted,FullSizeSoccerIrrigated,TournamentSizeSoccer,TournamentSizeSoccerLighted,TournamentSizeSoccerIrrigated,MiniSoccer,FullSizeFootball,FullSizeFootballLighted,FullSizeFootballIrrigated,ArenaName,NumberOfIcePads,TennisCourts,TennisCourtsLighted,MultiUsePads,PoolName,PoolType,NumberOfPools,WadingPools,SprayPads,PlayStructure,PlayYear,WalkingTrail,PavedPathway,TotalPathway,FullSizeBasketball,HalfSizeBasketball,SkateboardPark,Swings,SwingSets,OffLeashPark,CommunityCentre,RecreationCentre,FieldHouse,ParkCategory,OtherFacilities,RunningTrack,GolfCourse,ConcessionStand,PicnicShelter,DrinkingFountain,Benches,PicnicTable,Washroom,OutdoorRink,ParkSign,GarbageCan,Light,CampusCommunity,BoatRamp,AdultExerciseStation,SwmPond,NaturalizationProgram,CommunityGarden,YearParkAdded,Pnumber,GIS_FeatureKey,VolleyballCourts,CricketPitch,PickleballCourt,ShapeSTArea,ShapeSTLength
3403,904,1580 Trossacks Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,147.3,538,685.3,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,1,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-227E,Stoney Creek Valley - Central,0,0,0,53439.66309,1909.414997
3404,906,160 Villagewalk Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1, , ,0,0,0,0, ,0,293.2,293.2,0,0,0,0,0,N,N,N,N,U, ,N,N,N,N,N,4,Y,N,N,N,N,Y,N,N,N,N,N,N,2014,P-431,Villagewalk Commons,0,0,0,7063.14502,342.515991
3405,1307,1723 Foxwood Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,1476,1476,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2014,P-432,Snake Creek,0,0,0,69473.77295,2944.019551
3406,1308,2097 Wickerson Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,2014,P-433,Wickerson Road SWMF,0,0,0,23189.04419,1043.006724
3407,1309,3841 Cheese Factory Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,W, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2014,P-434,Cheddar Woods,0,0,0,47010.55371,859.8209785
3408,1310,1625 Adelaide St N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2014,P-435,Northbrook Valley,0,0,0,122266.2971,3343.393928
3409,1316,545 Killarney Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,172.5,172.5,0,0,0,0,0,N,N,N,N,SW, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2014,P-436,Cedar Hollow SWMF,0,0,0,22361.77271,718.9556944
3410,1317,1075 Melsetter Way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0, , ,0,0,0,1,2017,134.7,366.4,501.2,0,0,0,2,1,N,N,N,N,N, ,N,N,N,N,N,3,N,N,N,Y,N,N,N,N,N,N,N,N,2016,P-437,Vista Woods Park,0,0,0,15792.77612,929.7403679
3411,1322,925 Dundas St,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,886.1,886.1,0,0,0,0,0,N,N,N,N,,"WESTERN FAIRGROUNDS, BANNERS, URBAN PLAZA, STAGE, GARDEN TERRACE, PUBLIC ART. PARK PETS PLAY COMPONENTS",N,N,N,N,N,15,N,N,N,Y,Y,Y,N,N,N,N,N,N, ,P-035,Queen's Park,0,0,0,25397.7395,1034.760432
3412,1324,696 Wellington Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,6726.449,0,6726.449,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2014,P-438,Western Counties Health and Occupation Centre Grounds,0,0,0,44150.87305,1090.308694
3413,1326,1859 Herbert Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2014,P-439,Herbert Park,0,0,0,2807.922119,239.9760468
3414,1327,1848 Parkhurst Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2014,P-440,Parkhurst Park North,0,0,0,2293.569824,233.4831646
3415,1328,1851 Parkhurst Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2014,P-441,Parkhurst Park South,0,0,0,6581.942383,395.2164952
3416,1330,800 Superior Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2015,,422.4,422.4,1,,,2,1,N,N,N,N,N,,N,N,N,N,N,2,,N,N,,,N,N,N,N,N,N,N,2015,P-442,Powell Park,,,,11404.82886,690.8171388
3417,1343,165 Elmwood Ave E,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,334,334,,,,,,N,N,N,N,U,Two electrical hook-ups,N,N,N,N,N,10,,N,N,,4,N,N,N,N,N,N,N,2015,P-443,The Green,,,,20233.97583,573.948198
3418,1344,1450 Privet Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,O,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2015,P-444,Stoney Creek Valley North,,,,10351.66699,567.2925896
3419,1346,330 Sunningdale Rd W,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.2,908.2,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2015,P-446,Medway North SWMF,,,,56302.8938,1409.085268
3420,1347,960 Foxcreek Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,128,624,,,,,,N,N,N,N,W,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2015,P-447,Foxfield Woods,,,,32049.6145,1619.604546
3421,1348,2075 Pennyroyal St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,SW,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2015,P-448,Fanshawe Ridge North SWMF,,,,16358.28394,533.4886731
3422,1349,4501 Dingman Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,SW,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2015,P-449,Dingman Wetlands,,,,292800.0452,2339.133523
3423,1350,1457 Devos Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,293,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2015,P-450,Devos Dr SWMF,,,,17087.8877,616.8647914
3424,1352,501 Southdale Rd W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2015,P-451,Bostwick Community Centre,,,,44469.2334,859.8567082
3425,1353,710 Southdale Rd E,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,327.6,327.6,,,,,,N,N,N,N,,,N,N,N,N,N,3,,N,N,,,N,N,N,N,N,N,N,2015,P-452,Westminster Ponds-Dearness Open Space,,,,97905.04395,1822.99872
3426,1354,765 South Wenige Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,SW,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2016,P-453,Forest Hill Pond,,,,29347.39722,802.8073749
3427,1355,1545 Wharncliffe Rd S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,O,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2016,P-412B,Pincombe Drain - South,,,,38795.73267,1441.632903
3428,1356,941 Commissioners Rd E,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,,,,0,0,0,0,0,Y,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2016,P-454,Caesar's Park,0,0,0,17249.08984,669.618754
3429,1357,3150 Tokala Trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,,67,67,,,,2,1,N,N,N,N,,,N,N,N,N,N,2,,N,N,Y,1,N,N,N,N,N,N,N,2016,P-455,Tokala Woods,,,,40992.2312,1374.263371
3430,1358,4230 Highbury Ave S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,W,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2016,P-456,Dragon Fly Woods,,,,56103.33154,1078.36303
3431,1359,2325 River Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,O, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2017,P-457,Remembrance Gardens,0,0,0,4456.804199,304.2143688
3432,1360,1470 North Wenige Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,426,,,,,,N,N,N,N,O,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-458,Ballymote Trail,,,,4972.473389,942.0128004
3433,1362,1060 Byron Baseline Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-459,Byron Pits Open Space,,,,79739.82031,1219.5052
3434,1363,7053 Clayton Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,O,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-460,Clayton Walk Park,,,,4688.229004,434.2996552
3435,1364,4386 Dingman Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-461,Dingman Creek Open Space,,,,131791.394,1744.075997
3436,1365,1415 Dyer Cres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.4,245.4,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-462,Dyer Crescent SWMF,,,,25622.15991,760.3038766
3437,1366,1373 Trafalgar St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,O,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-463,Fairhaven Park,,,,6385.457275,384.3836053
3438,1367,2547 Boyd Crt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,W,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-464,Fekete Woods,,,,148935.0957,1674.74989
3439,1368,2246 Torrey Pines Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,O,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-465,Pebblecreek Park East,,,,4802.3479,342.916005
3440,1369,2125 Springridge Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.3,926.3,,,,,,N,N,N,N,O,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-466,Pibline Park,,,,16916.09058,2111.611618
3441,1370,2245 Dauncey Cres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-467,Powell Woods,,,,40940.58252,883.0981613
3442,1371,1443 Staffordshire Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.8,378.8,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-468,Staffordshire Park,,,,11297.68628,680.4489589
3443,1372,735 Pinecourt Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,SW,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2017,P-469,Stoney Creek Meadow Marsh,,,,7548.535889,416.2266289
3444,1373,2245 Water Oak Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2018,,89,89,,,,2,1,N,N,N,N,N,,N,N,N,N,N,2,,N,N,Y,1,N,N,N,N,N,N,N,2017,P-470,Water Oak Park,,,,2543.695801,209.9524333
3445,330,1170 Hyde Park Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,E, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-336,Kelly Stanton Esa - North,0,0,0,129161.7561,2325.516953
3446,1376,1239 Staffordshire Pl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,E, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2017,P-471,Kelly Stanton Esa - South,0,0,0,56165.30737,1564.791419
3447,1374,1467 Trafalgar St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,H,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2018,P-472,Gore Road Cemetery,,,,3749.238525,251.8536451
3448,1375,1875 Oxford St W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2018,P-473,Kilbourne Cemetery,,,,1740.293701,175.1988008
3449,1345,7 Annadale Dr,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,,,N,N,N,N,N,,,N,N,,,N,N,N,N,N,N,N,2015,P-445,Sherwood Forest Park,,,,6484.158203,357.1862049
4173,1377,104 Fitzwilliam Blvd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,N,N,N,N,O,,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,Y,N,N,2018,P-475,Hunt Club Green,0,0,0,24584.31885,1050.861333
4174,1378,723 Lorne Ave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,N,N,N,N,,,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,,2018,P-474,Lorne Avenue Park,0,0,0,6345.188477,327.0381307
4176,1379,1695 Hyde Park Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,309,309,0,0,0,0,0,N,N,N,N,N,Sail Shade Structure,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2018,P-476,Hyde Park Village Green,0,0,0,4855.64624,457.8204069
4179,1380,237 Pebblecreek Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.6,314.6,,,,,,,,,,SW,,,,,,,,,,,,,,,,,Y,,,2018,P-477,Pebblecreek Park SWMF - North,,,,13701.45093,729.2685611
4180,1381,308 Callaway Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.4,251.4,,,,,,,,,,SW,,,,,,,,,,,,,,,,,Y,,,2018,P-478,Pebblecreek Park SWMF - South,,,,8702.398193,493.3339947
4588,1382,7268 Clayton Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,2019,P-479,Graham Place SWMF,,,,19245.73438,786.2235475
5099,443,600 Industrial Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,0,0,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2012,P-408,Elron Park,0,0,0,16553.71582,862.1408372
5312,250,626 Grenfell Dr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,120.2431,120.2431,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-227D,Stoney Creek Valley - North,0,0,0,28633.81226,1777.341813
5361,238,21 Watson St,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,0,930.5633,930.5633,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,Y,N, ,P-076,Watson Street Park,0,0,0,177868.8813,3097.174642
5412,327,1150 Gainsborough Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,0, ,2106.2,2312.2,4418.8814,0,0,0,0,0,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N, ,P-317,London Hyde Park Rotary Link,0,0,0,142662.2317,10564.58161
5515,403,564 Killarney Rd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0, , ,0,0,0,1,2012,0,558.9,558.9,0,0,0,4,2,N,N,N,N,, ,N,N,N,N,N,0,N,N,N,N,N,N,N,N,N,N,N,N,2012,P-400,Cedar Hollow Park,0,0,0,21863.12622,751.4091619
5641,1385,1160 Blackwell Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,2020,P-482,Blackwell Park,,,,9086.719727,407.1036218
5642,1386,2310 Red Thorne Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.5,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,2020,P-483,Campbell Woods,,,,34017.39331,999.4373143
5643,1387,7391 Siver Creek Cres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.017352,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,2020,P-484,Grand Oak Park,,,,3044.531006,227.2706722
5644,1388,1586 Finley Cres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.6475,,111.6475,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,2020,P-486,Maple Grove Woods,,,,61371.32178,1171.772079
5645,1389,793 Silversmith St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SW,,,,,,,,,,,,,,,,,,,,2020,P-487,Oakridge Crossing SWMF,,,,18547.37646,644.2665554
5646,1390,2660 Sheffield Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.273549,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,2020,P-489,Sheffield Park,,,,15703.44263,650.7461057
5651,1391,7397 Silver Creek Crescent,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,N,N,N,N,E,,N,N,N,N,N,0,N,N,N,N,Y,N,,,N,N,N,N,2019,P-493,Lower Dingman ESA,0,0,0,23463.51196,815.5477032
5655,1393,1437 Trafalgar St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,2020,P-490,Vimy Ridge Park,,,,7853.441895,446.4620683
